event_id,user_id,content_id,event_type,event_date,device,watch_duration,completed,age_group,gender,city,state,subscription_plan,content_title,content_type,genre,language,content_duration
E14083,U1713,C139,complete,2026-01-04,Smart TV,58,1,36-45,Female,Hyderabad,Telangana,Free,Bigg Boss Telugu Live,Show,Reality,Telugu,60
E14084,U1323,C144,complete,2026-01-26,Mobile,43,1,18-25,Female,Delhi,Delhi,Premium,Koffee Spotlight Lounge,Show,Reality,English,45
E14085,U1688,C144,complete,2026-02-25,Tablet,43,1,18-25,Female,Hyderabad,Telangana,Premium,Koffee Spotlight Lounge,Show,Reality,English,45
E14086,U1545,C158,pause,2026-02-17,Mobile,3,0,26-35,Other,Pune,Maharashtra,Free,State Express News Tamil,News,News,Tamil,30
E14087,U1519,C125,complete,2026-02-28,Mobile,37,1,26-35,Male,Bengaluru,Karnataka,VIP,Chennai Roast Arena,Show,Comedy,Tamil,40
E14088,U1041,C134,complete,2026-01-20,Smart TV,119,1,26-35,Female,Patna,Bihar,Free,Night Hunter Squad,Movie,Action,English,130
E14089,U1149,C102,complete,2026-02-01,Smart TV,85,1,46+,Male,Hyderabad,Telangana,Free,IPL Mega Auction Live Replay,Sports,Sports,Hindi,90
E14090,U1217,C145,play,2026-01-11,Mobile,14,0,18-25,Male,Patna,Bihar,Free,Chhota Bheem Himalayan Tour,Movie,Kids,Hindi,85
E14091,U1171,C114,pause,2026-02-24,Smart TV,21,0,46+,Female,Delhi,Delhi,Free,Telugu Royal Heritage,Series,Drama,Telugu,45
E14092,U1672,C148,complete,2026-01-22,Web,18,1,26-35,Male,Delhi,Delhi,VIP,Doraemon Magic Gadgets,Series,Kids,Hindi,20
E14093,U1562,C115,complete,2026-01-08,Tablet,38,1,26-35,Male,Kochi,Kerala,Free,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E14094,U1674,C153,pause,2026-01-11,Smart TV,39,0,26-35,Male,Chennai,Tamil Nadu,Free,India at 2030: Space Ambitions,Show,News,English,50
E14095,U1590,C109,play,2026-01-13,Mobile,8,0,26-35,Male,Kolkata,West Bengal,VIP,Special Ops: Desert Falcon,Series,Drama,Hindi,45
E14096,U1300,C128,complete,2026-01-02,Smart TV,106,1,18-25,Female,Jaipur,Rajasthan,Free,College Boys Chaos,Movie,Comedy,Hindi,115
E14097,U1021,C136,pause,2026-02-27,Mobile,40,0,18-25,Female,Pune,Maharashtra,Free,Speed Street Heist,Movie,Action,English,120
E14098,U1602,C125,pause,2026-02-01,Smart TV,12,0,26-35,Female,Mumbai,Maharashtra,Premium,Chennai Roast Arena,Show,Comedy,Tamil,40
E14099,U1583,C105,complete,2026-02-26,Mobile,65,1,18-25,Male,Delhi,Delhi,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14100,U1115,C120,complete,2026-01-20,Mobile,42,1,26-35,Female,Bengaluru,Karnataka,VIP,Succession Politics India,Series,Drama,Hindi,45
E14101,U1003,C104,complete,2026-01-24,Smart TV,48,1,18-25,Male,Chennai,Tamil Nadu,Free,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14102,U1335,C127,play,2026-01-05,Smart TV,18,0,18-25,Male,Bengaluru,Karnataka,Free,Pune Pun Factory,Show,Comedy,Marathi,30
E14103,U1312,C117,complete,2026-01-13,Mobile,21,1,26-35,Female,Chennai,Tamil Nadu,VIP,Ghar Ek Mandir Classic,Show,Drama,Marathi,24
E14104,U1664,C103,complete,2026-01-02,Mobile,58,1,36-45,Male,Delhi,Delhi,Premium,Premier League Weekly Showdown,Sports,Sports,English,60
E14105,U1593,C115,complete,2026-02-28,Smart TV,39,1,26-35,Female,Kolkata,West Bengal,Free,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E14106,U1185,C138,complete,2026-01-17,Mobile,57,1,26-35,Male,Kolkata,West Bengal,Free,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E14107,U1696,C152,pause,2026-01-18,Tablet,10,0,26-35,Female,Delhi,Delhi,Free,Global Tech & Economy Report,News,News,English,25
E14108,U1610,C108,pause,2026-01-22,Web,27,0,18-25,Other,Bengaluru,Karnataka,Premium,ISL Football Clash of Titans,Sports,Sports,Bengali,60
E14109,U1638,C115,complete,2026-01-01,Mobile,36,1,26-35,Female,Patna,Bihar,Premium,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E14110,U1642,C104,pause,2026-01-10,Tablet,9,0,26-35,Female,Kolkata,West Bengal,Premium,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14111,U1715,C156,play,2026-02-14,Mobile,23,0,18-25,Female,Kochi,Kerala,VIP,Cricket Icons: The Untold Story,Show,News,Hindi,45
E14112,U1065,C144,complete,2026-01-14,Tablet,44,1,36-45,Male,Delhi,Delhi,Free,Koffee Spotlight Lounge,Show,Reality,English,45
E14113,U1296,C126,play,2026-01-21,Mobile,15,0,46+,Female,Kolkata,West Bengal,VIP,Telugu Comedy Superstars,Show,Comedy,Telugu,30
E14114,U1632,C132,pause,2026-02-15,Mobile,7,0,18-25,Male,Chennai,Tamil Nadu,Free,Commando Force Mumbai,Series,Action,Hindi,42
E14115,U1458,C104,pause,2026-01-13,Smart TV,6,0,36-45,Female,Bengaluru,Karnataka,Free,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14116,U1311,C136,pause,2026-01-18,Mobile,55,0,36-45,Male,Mumbai,Maharashtra,Premium,Speed Street Heist,Movie,Action,English,120
E14117,U1618,C132,complete,2026-01-31,Smart TV,40,1,18-25,Male,Pune,Maharashtra,VIP,Commando Force Mumbai,Series,Action,Hindi,42
E14118,U1614,C102,complete,2026-02-06,Smart TV,85,1,18-25,Female,Mumbai,Maharashtra,Free,IPL Mega Auction Live Replay,Sports,Sports,Hindi,90
E14119,U1246,C134,pause,2026-01-23,Mobile,29,0,18-25,Male,Chennai,Tamil Nadu,Free,Night Hunter Squad,Movie,Action,English,130
E14120,U1182,C131,play,2026-02-17,Mobile,35,0,26-35,Female,Bengaluru,Karnataka,Premium,Devara Storm Rising,Movie,Action,Telugu,160
E14121,U1570,C122,pause,2026-01-22,Smart TV,16,0,18-25,Female,Mumbai,Maharashtra,VIP,Taarak Laugh Fest Episodes,Show,Comedy,Hindi,22
E14122,U1115,C101,play,2026-02-26,Mobile,24,0,26-35,Female,Bengaluru,Karnataka,VIP,IND vs AUS T20 Cup Highlights,Sports,Sports,Hindi,45
E14123,U1699,C144,complete,2026-01-30,Smart TV,41,1,18-25,Female,Bengaluru,Karnataka,VIP,Koffee Spotlight Lounge,Show,Reality,English,45
E14124,U1441,C140,complete,2026-01-21,Smart TV,45,1,46+,Female,Chennai,Tamil Nadu,VIP,Dance India Dance Championship,Show,Reality,Hindi,50
E14125,U1512,C142,complete,2026-01-28,Smart TV,44,1,26-35,Female,Mumbai,Maharashtra,VIP,Master Chef Kitchen Wars,Show,Reality,Hindi,45
E14126,U1204,C138,play,2026-01-03,Smart TV,37,0,26-35,Female,Hyderabad,Telangana,Premium,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E14127,U1033,C120,play,2026-02-09,Mobile,5,0,26-35,Male,Chennai,Tamil Nadu,VIP,Succession Politics India,Series,Drama,Hindi,45
E14128,U1211,C134,pause,2026-02-24,Mobile,58,0,26-35,Female,Bengaluru,Karnataka,Premium,Night Hunter Squad,Movie,Action,English,130
E14129,U1195,C160,pause,2026-02-28,Web,12,0,46+,Male,Bengaluru,Karnataka,Free,Maharashtra Maha News,News,News,Marathi,30
E14130,U1643,C107,pause,2026-02-15,Smart TV,30,0,26-35,Male,Chennai,Tamil Nadu,Free,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E14131,U1266,C106,pause,2026-01-31,Tablet,27,0,18-25,Female,Delhi,Delhi,VIP,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E14132,U1115,C126,complete,2026-02-01,Mobile,28,1,26-35,Female,Bengaluru,Karnataka,VIP,Telugu Comedy Superstars,Show,Comedy,Telugu,30
E14133,U1435,C127,complete,2026-02-26,Smart TV,27,1,18-25,Male,Bengaluru,Karnataka,Free,Pune Pun Factory,Show,Comedy,Marathi,30
E14134,U1240,C111,pause,2026-02-03,Mobile,2,0,18-25,Male,Bengaluru,Karnataka,Free,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E14135,U1426,C145,complete,2026-01-30,Smart TV,80,1,26-35,Female,Kolkata,West Bengal,Free,Chhota Bheem Himalayan Tour,Movie,Kids,Hindi,85
E14136,U1719,C135,play,2026-01-01,Mobile,16,0,26-35,Female,Patna,Bihar,Premium,Fighter Wing Alpha,Movie,Action,Hindi,145
E14137,U1371,C129,play,2026-01-17,Mobile,17,0,26-35,Male,Chennai,Tamil Nadu,Free,Tiger Underground Strike,Movie,Action,Hindi,155
E14138,U1181,C137,complete,2026-02-02,Mobile,57,1,26-35,Male,Pune,Maharashtra,Free,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E14139,U1169,C139,play,2026-02-25,Mobile,9,0,36-45,Female,Kolkata,West Bengal,Free,Bigg Boss Telugu Live,Show,Reality,Telugu,60
E14140,U1691,C108,pause,2026-02-11,Smart TV,29,0,26-35,Male,Delhi,Delhi,Free,ISL Football Clash of Titans,Sports,Sports,Bengali,60
E14141,U1581,C156,pause,2026-01-19,Mobile,19,0,46+,Male,Ahmedabad,Gujarat,VIP,Cricket Icons: The Untold Story,Show,News,Hindi,45
E14142,U1426,C143,complete,2026-02-05,Smart TV,40,1,26-35,Female,Kolkata,West Bengal,Free,Roadies Quest,Show,Reality,Hindi,45
E14143,U1426,C105,complete,2026-01-07,Mobile,65,1,26-35,Female,Kolkata,West Bengal,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14144,U1108,C139,complete,2026-01-11,Smart TV,54,1,18-25,Female,Ahmedabad,Gujarat,VIP,Bigg Boss Telugu Live,Show,Reality,Telugu,60
E14145,U1571,C118,play,2026-01-27,Smart TV,27,0,36-45,Female,Hyderabad,Telangana,Free,Kerala Waterfront Mystery,Series,Drama,Malayalam,48
E14146,U1554,C106,pause,2026-01-14,Mobile,30,0,26-35,Female,Jaipur,Rajasthan,Free,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E14147,U1626,C133,complete,2026-02-18,Mobile,44,1,18-25,Female,Lucknow,Uttar Pradesh,Free,Rudra: The Edge of Darkness,Series,Action,Hindi,48
E14148,U1623,C126,pause,2026-02-13,Tablet,3,0,26-35,Female,Delhi,Delhi,VIP,Telugu Comedy Superstars,Show,Comedy,Telugu,30
E14149,U1744,C122,pause,2026-01-03,Web,12,0,26-35,Male,Mumbai,Maharashtra,Premium,Taarak Laugh Fest Episodes,Show,Comedy,Hindi,22
E14150,U1612,C123,complete,2026-02-16,Smart TV,23,1,26-35,Female,Bengaluru,Karnataka,VIP,Sarabhai Classic Revival,Series,Comedy,Hindi,25
E14151,U1314,C137,pause,2026-01-03,Smart TV,48,0,26-35,Female,Bengaluru,Karnataka,Premium,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E14152,U1379,C143,complete,2026-02-26,Smart TV,44,1,18-25,Female,Bengaluru,Karnataka,VIP,Roadies Quest,Show,Reality,Hindi,45
E14153,U1390,C111,complete,2026-01-28,Mobile,21,1,26-35,Male,Delhi,Delhi,VIP,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E14154,U1374,C113,pause,2026-01-23,Mobile,58,0,26-35,Male,Mumbai,Maharashtra,VIP,Kaithi Revenge Chronicles,Movie,Drama,Tamil,140
E14155,U1037,C122,pause,2026-01-29,Mobile,10,0,18-25,Female,Ahmedabad,Gujarat,Free,Taarak Laugh Fest Episodes,Show,Comedy,Hindi,22
E14156,U1091,C122,complete,2026-02-02,Mobile,21,1,26-35,Female,Delhi,Delhi,Premium,Taarak Laugh Fest Episodes,Show,Comedy,Hindi,22
E14157,U1111,C104,complete,2026-01-23,Tablet,47,1,18-25,Male,Mumbai,Maharashtra,VIP,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14158,U1002,C149,complete,2026-02-18,Mobile,19,1,18-25,Female,Chennai,Tamil Nadu,VIP,Shinchan Laugh Club,Series,Kids,Tamil,20
E14159,U1102,C107,complete,2026-01-15,Tablet,39,1,36-45,Male,Delhi,Delhi,Free,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E14160,U1036,C105,pause,2026-03-01,Smart TV,54,0,26-35,Female,Mumbai,Maharashtra,VIP,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14161,U1282,C120,pause,2026-01-30,Mobile,19,0,26-35,Male,Lucknow,Uttar Pradesh,Free,Succession Politics India,Series,Drama,Hindi,45
E14162,U1570,C142,complete,2026-01-22,Smart TV,42,1,18-25,Female,Mumbai,Maharashtra,VIP,Master Chef Kitchen Wars,Show,Reality,Hindi,45
E14163,U1058,C125,complete,2026-02-17,Mobile,37,1,18-25,Male,Lucknow,Uttar Pradesh,Premium,Chennai Roast Arena,Show,Comedy,Tamil,40
E14164,U1363,C105,pause,2026-02-07,Mobile,22,0,18-25,Male,Mumbai,Maharashtra,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14165,U1741,C103,pause,2026-03-01,Smart TV,45,0,26-35,Male,Kolkata,West Bengal,Free,Premier League Weekly Showdown,Sports,Sports,English,60
E14166,U1583,C130,complete,2026-01-14,Mobile,155,1,18-25,Male,Delhi,Delhi,Free,Vikram: Shadow Commander,Movie,Action,Tamil,165
E14167,U1744,C105,complete,2026-02-19,Mobile,65,1,26-35,Male,Mumbai,Maharashtra,Premium,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14168,U1710,C125,play,2026-02-01,Mobile,19,0,26-35,Female,Delhi,Delhi,Premium,Chennai Roast Arena,Show,Comedy,Tamil,40
E14169,U1512,C107,complete,2026-02-21,Smart TV,36,1,26-35,Female,Mumbai,Maharashtra,VIP,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E14170,U1158,C122,pause,2026-02-14,Smart TV,16,0,26-35,Female,Lucknow,Uttar Pradesh,VIP,Taarak Laugh Fest Episodes,Show,Comedy,Hindi,22
E14171,U1444,C106,play,2026-01-01,Mobile,5,0,46+,Female,Bengaluru,Karnataka,VIP,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E14172,U1192,C107,complete,2026-02-10,Web,36,1,18-25,Male,Mumbai,Maharashtra,Free,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E14173,U1408,C141,complete,2026-02-19,Mobile,51,1,36-45,Male,Chennai,Tamil Nadu,Free,Shark Pitch India S4,Show,Reality,Hindi,55
E14174,U1724,C105,pause,2026-01-30,Smart TV,40,0,18-25,Male,Bengaluru,Karnataka,VIP,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14175,U1151,C104,play,2026-02-13,Mobile,19,0,26-35,Male,Mumbai,Maharashtra,Free,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14176,U1514,C122,play,2026-02-11,Mobile,7,0,26-35,Male,Kolkata,West Bengal,Premium,Taarak Laugh Fest Episodes,Show,Comedy,Hindi,22
E14177,U1471,C112,complete,2026-02-23,Web,46,1,46+,Male,Lucknow,Uttar Pradesh,VIP,City of Dreams: The Succession,Series,Drama,Hindi,50
E14178,U1529,C104,pause,2026-02-12,Mobile,23,0,46+,Male,Bengaluru,Karnataka,Free,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14179,U1109,C112,pause,2026-02-11,Mobile,19,0,26-35,Female,Delhi,Delhi,Free,City of Dreams: The Succession,Series,Drama,Hindi,50
E14180,U1725,C156,pause,2026-01-09,Mobile,17,0,26-35,Female,Bengaluru,Karnataka,VIP,Cricket Icons: The Untold Story,Show,News,Hindi,45
E14181,U1400,C128,pause,2026-02-28,Smart TV,31,0,18-25,Female,Lucknow,Uttar Pradesh,Free,College Boys Chaos,Movie,Comedy,Hindi,115
E14182,U1461,C148,complete,2026-01-14,Smart TV,18,1,26-35,Male,Chennai,Tamil Nadu,Premium,Doraemon Magic Gadgets,Series,Kids,Hindi,20
E14183,U1051,C116,complete,2026-02-18,Mobile,118,1,26-35,Female,Chennai,Tamil Nadu,Free,Kolkata Love Diary,Movie,Drama,Bengali,125
E14184,U1442,C135,play,2026-02-16,Tablet,87,0,18-25,Male,Mumbai,Maharashtra,VIP,Fighter Wing Alpha,Movie,Action,Hindi,145
E14185,U1019,C114,pause,2026-01-26,Mobile,24,0,18-25,Female,Jaipur,Rajasthan,Free,Telugu Royal Heritage,Series,Drama,Telugu,45
E14186,U1483,C140,pause,2026-01-31,Mobile,28,0,36-45,Female,Chennai,Tamil Nadu,Free,Dance India Dance Championship,Show,Reality,Hindi,50
E14187,U1061,C112,pause,2026-02-07,Smart TV,21,0,26-35,Female,Mumbai,Maharashtra,Premium,City of Dreams: The Succession,Series,Drama,Hindi,50
E14188,U1273,C131,complete,2026-01-12,Web,152,1,26-35,Other,Delhi,Delhi,Premium,Devara Storm Rising,Movie,Action,Telugu,160
E14189,U1230,C144,complete,2026-02-06,Mobile,41,1,18-25,Male,Mumbai,Maharashtra,Free,Koffee Spotlight Lounge,Show,Reality,English,45
E14190,U1575,C109,complete,2026-01-27,Smart TV,43,1,18-25,Male,Pune,Maharashtra,Free,Special Ops: Desert Falcon,Series,Drama,Hindi,45
E14191,U1157,C131,pause,2026-02-06,Smart TV,52,0,26-35,Female,Lucknow,Uttar Pradesh,Free,Devara Storm Rising,Movie,Action,Telugu,160
E14192,U1262,C140,play,2026-01-13,Mobile,23,0,36-45,Male,Ahmedabad,Gujarat,Free,Dance India Dance Championship,Show,Reality,Hindi,50
E14193,U1049,C103,complete,2026-02-24,Mobile,54,1,26-35,Female,Mumbai,Maharashtra,Free,Premier League Weekly Showdown,Sports,Sports,English,60
E14194,U1060,C134,pause,2026-01-25,Smart TV,105,0,26-35,Other,Hyderabad,Telangana,Free,Night Hunter Squad,Movie,Action,English,130
E14195,U1153,C138,pause,2026-02-16,Mobile,24,0,18-25,Male,Delhi,Delhi,Premium,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E14196,U1538,C107,complete,2026-01-29,Web,39,1,26-35,Female,Chennai,Tamil Nadu,Free,Champions Trophy Pre-Show,Sports,Sports,Telugu,40
E14197,U1193,C108,complete,2026-02-21,Tablet,56,1,18-25,Female,Chennai,Tamil Nadu,VIP,ISL Football Clash of Titans,Sports,Sports,Bengali,60
E14198,U1064,C105,complete,2026-01-26,Smart TV,66,1,26-35,Female,Ahmedabad,Gujarat,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14199,U1550,C138,complete,2026-01-10,Smart TV,59,1,26-35,Male,Kochi,Kerala,VIP,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E14200,U1312,C113,pause,2026-02-14,Smart TV,73,0,26-35,Female,Chennai,Tamil Nadu,VIP,Kaithi Revenge Chronicles,Movie,Drama,Tamil,140
E14201,U1137,C121,complete,2026-01-06,Mobile,34,1,26-35,Female,Delhi,Delhi,VIP,The Great Indian Comedy Lab,Show,Comedy,Hindi,35
E14202,U1366,C119,pause,2026-02-01,Mobile,22,0,46+,Male,Jaipur,Rajasthan,VIP,The Crown Dynasty Legacy,Series,Drama,English,55
E14203,U1065,C118,pause,2026-02-05,Web,22,0,36-45,Male,Delhi,Delhi,Free,Kerala Waterfront Mystery,Series,Drama,Malayalam,48
E14204,U1069,C112,pause,2026-02-06,Smart TV,32,0,36-45,Female,Ahmedabad,Gujarat,Premium,City of Dreams: The Succession,Series,Drama,Hindi,50
E14205,U1632,C110,complete,2026-01-15,Mobile,24,1,18-25,Male,Chennai,Tamil Nadu,Free,Anupama: New Beginnings,Show,Drama,Hindi,25
E14206,U1410,C140,play,2026-01-21,Web,27,0,18-25,Male,Delhi,Delhi,VIP,Dance India Dance Championship,Show,Reality,Hindi,50
E14207,U1089,C152,complete,2026-02-28,Mobile,23,1,26-35,Male,Bengaluru,Karnataka,Free,Global Tech & Economy Report,News,News,English,25
E14208,U1742,C127,pause,2026-01-06,Mobile,6,0,18-25,Male,Mumbai,Maharashtra,VIP,Pune Pun Factory,Show,Comedy,Marathi,30
E14209,U1450,C149,complete,2026-01-16,Mobile,18,1,18-25,Female,Ahmedabad,Gujarat,Free,Shinchan Laugh Club,Series,Kids,Tamil,20
E14210,U1616,C115,complete,2026-01-14,Smart TV,37,1,26-35,Male,Lucknow,Uttar Pradesh,Free,Bengal Courtroom Secrets,Series,Drama,Bengali,40
E14211,U1381,C117,complete,2026-02-02,Smart TV,22,1,26-35,Male,Hyderabad,Telangana,Premium,Ghar Ek Mandir Classic,Show,Drama,Marathi,24
E14212,U1650,C133,complete,2026-02-08,Web,45,1,26-35,Male,Delhi,Delhi,Premium,Rudra: The Edge of Darkness,Series,Action,Hindi,48
E14213,U1712,C106,complete,2026-01-23,Web,59,1,26-35,Female,Mumbai,Maharashtra,Premium,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
E14214,U1178,C118,pause,2026-01-23,Mobile,8,0,26-35,Female,Chennai,Tamil Nadu,VIP,Kerala Waterfront Mystery,Series,Drama,Malayalam,48
E14215,U1295,C142,complete,2026-01-03,Mobile,42,1,18-25,Male,Bengaluru,Karnataka,VIP,Master Chef Kitchen Wars,Show,Reality,Hindi,45
E14216,U1145,C144,complete,2026-02-27,Mobile,42,1,18-25,Female,Mumbai,Maharashtra,Free,Koffee Spotlight Lounge,Show,Reality,English,45
E14217,U1224,C141,pause,2026-02-17,Mobile,16,0,36-45,Male,Delhi,Delhi,VIP,Shark Pitch India S4,Show,Reality,Hindi,55
E14218,U1688,C105,complete,2026-01-12,Smart TV,63,1,18-25,Female,Hyderabad,Telangana,Premium,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14219,U1077,C114,complete,2026-02-13,Tablet,43,1,18-25,Male,Ahmedabad,Gujarat,Premium,Telugu Royal Heritage,Series,Drama,Telugu,45
E14220,U1304,C113,play,2026-02-14,Mobile,60,0,36-45,Female,Bengaluru,Karnataka,Free,Kaithi Revenge Chronicles,Movie,Drama,Tamil,140
E14221,U1044,C128,complete,2026-01-08,Smart TV,113,1,18-25,Female,Ahmedabad,Gujarat,Free,College Boys Chaos,Movie,Comedy,Hindi,115
E14222,U1232,C130,complete,2026-01-27,Mobile,162,1,26-35,Male,Chennai,Tamil Nadu,Premium,Vikram: Shadow Commander,Movie,Action,Tamil,165
E14223,U1545,C134,pause,2026-01-01,Mobile,43,0,26-35,Other,Pune,Maharashtra,Free,Night Hunter Squad,Movie,Action,English,130
E14224,U1582,C101,play,2026-01-01,Smart TV,21,0,26-35,Male,Bengaluru,Karnataka,Premium,IND vs AUS T20 Cup Highlights,Sports,Sports,Hindi,45
E14225,U1069,C144,complete,2026-01-23,Mobile,41,1,36-45,Female,Ahmedabad,Gujarat,Premium,Koffee Spotlight Lounge,Show,Reality,English,45
E14226,U1645,C104,pause,2026-02-28,Mobile,17,0,26-35,Male,Delhi,Delhi,Free,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14227,U1500,C104,pause,2026-01-26,Mobile,18,0,18-25,Female,Pune,Maharashtra,Free,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14228,U1469,C138,complete,2026-01-07,Mobile,54,1,26-35,Male,Mumbai,Maharashtra,VIP,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E14229,U1511,C138,pause,2026-01-06,Smart TV,32,0,26-35,Male,Kochi,Kerala,VIP,Bigg Boss Tamil Season 8,Show,Reality,Tamil,60
E14230,U1379,C141,pause,2026-02-09,Mobile,19,0,18-25,Female,Bengaluru,Karnataka,VIP,Shark Pitch India S4,Show,Reality,Hindi,55
E14231,U1710,C130,complete,2026-02-24,Mobile,162,1,26-35,Female,Delhi,Delhi,Premium,Vikram: Shadow Commander,Movie,Action,Tamil,165
E14232,U1426,C137,pause,2026-02-28,Smart TV,23,0,26-35,Female,Kolkata,West Bengal,Free,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E14233,U1538,C130,play,2026-01-05,Mobile,30,0,26-35,Female,Chennai,Tamil Nadu,Free,Vikram: Shadow Commander,Movie,Action,Tamil,165
E14234,U1579,C111,play,2026-02-25,Mobile,2,0,36-45,Female,Delhi,Delhi,Free,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E14235,U1587,C111,pause,2026-02-13,Smart TV,15,0,18-25,Male,Hyderabad,Telangana,VIP,Yeh Rishta: Family Bonds,Show,Drama,Hindi,22
E14236,U1048,C150,pause,2026-01-29,Mobile,5,0,36-45,Male,Kolkata,West Bengal,VIP,Super Bheem Galactic Battle,Series,Kids,Telugu,22
E14237,U1181,C101,complete,2026-01-12,Mobile,44,1,26-35,Male,Pune,Maharashtra,Free,IND vs AUS T20 Cup Highlights,Sports,Sports,Hindi,45
E14238,U1679,C141,play,2026-01-25,Smart TV,32,0,46+,Female,Lucknow,Uttar Pradesh,VIP,Shark Pitch India S4,Show,Reality,Hindi,55
E14239,U1448,C142,complete,2026-01-06,Web,42,1,18-25,Male,Bengaluru,Karnataka,VIP,Master Chef Kitchen Wars,Show,Reality,Hindi,45
E14240,U1115,C105,pause,2026-01-08,Mobile,7,0,26-35,Female,Bengaluru,Karnataka,VIP,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14241,U1507,C105,complete,2026-02-13,Smart TV,64,1,26-35,Male,Kolkata,West Bengal,Premium,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14242,U1465,C131,complete,2026-02-07,Mobile,149,1,26-35,Female,Mumbai,Maharashtra,Premium,Devara Storm Rising,Movie,Action,Telugu,160
E14243,U1663,C124,pause,2026-01-10,Mobile,9,0,26-35,Female,Delhi,Delhi,VIP,Standup Special: Bangalore Humor,Show,Comedy,English,65
E14244,U1152,C141,complete,2026-02-12,Web,51,1,18-25,Male,Bengaluru,Karnataka,VIP,Shark Pitch India S4,Show,Reality,Hindi,55
E14245,U1525,C137,play,2026-02-15,Tablet,38,0,18-25,Female,Jaipur,Rajasthan,Free,Bigg Boss All-Stars Hindi,Show,Reality,Hindi,60
E14246,U1294,C104,pause,2026-01-02,Smart TV,7,0,18-25,Male,Kolkata,West Bengal,VIP,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14247,U1256,C104,complete,2026-01-28,Mobile,46,1,26-35,Male,Hyderabad,Telangana,Free,IND vs ENG Test Day 3 Highlights,Sports,Sports,English,50
E14248,U1004,C105,play,2026-02-19,Smart TV,56,0,26-35,Female,Bengaluru,Karnataka,Free,Pro Kabaddi League Finals,Sports,Sports,Tamil,70
E14249,U1010,C110,complete,2026-02-04,Smart TV,22,1,18-25,Female,Pune,Maharashtra,Premium,Anupama: New Beginnings,Show,Drama,Hindi,25
E14250,U1537,C136,complete,2026-02-19,Mobile,108,1,18-25,Female,Hyderabad,Telangana,Free,Speed Street Heist,Movie,Action,English,120
E14251,U1422,C109,complete,2026-02-26,Mobile,41,1,26-35,Male,Chennai,Tamil Nadu,VIP,Special Ops: Desert Falcon,Series,Drama,Hindi,45
E14252,U1269,C142,pause,2026-02-28,Mobile,22,0,36-45,Male,Kochi,Kerala,VIP,Master Chef Kitchen Wars,Show,Reality,Hindi,45
E14253,U1684,C102,pause,2026-01-28,Web,32,0,18-25,Female,Mumbai,Maharashtra,VIP,IPL Mega Auction Live Replay,Sports,Sports,Hindi,90
E14254,U1450,C108,pause,2026-01-03,Smart TV,43,0,18-25,Female,Ahmedabad,Gujarat,Free,ISL Football Clash of Titans,Sports,Sports,Bengali,60
E14255,U1371,C106,complete,2026-02-09,Tablet,54,1,26-35,Male,Chennai,Tamil Nadu,Free,WPL T20 Blockbuster Match,Sports,Sports,Hindi,60
