user_id,age_group,gender,city,state,subscription_plan,signup_date,total_sessions,total_watch_minutes,avg_watch_minutes_per_session,completed_sessions
U1633,18-25,Male,Hyderabad,Telangana,VIP,2025-08-03,20,1007,50.35,10
U1634,26-35,Female,Pune,Maharashtra,Premium,2025-12-18,6,206,34.33,4
U1635,26-35,Male,Pune,Maharashtra,Free,2025-10-23,2,53,26.5,0
U1636,26-35,Male,Mumbai,Maharashtra,Free,2025-07-27,9,226,25.11,6
U1637,18-25,Female,Delhi,Delhi,Premium,2025-09-29,13,631,48.54,10
U1638,26-35,Female,Patna,Bihar,Premium,2025-06-26,11,587,53.36,6
U1639,18-25,Male,Chennai,Tamil Nadu,VIP,2025-12-06,6,332,55.33,4
U1640,18-25,Other,Delhi,Delhi,Premium,2025-12-22,8,359,44.88,6
U1641,18-25,Female,Patna,Bihar,Free,2025-07-31,10,428,42.8,7
U1642,26-35,Female,Kolkata,West Bengal,Premium,2025-06-08,19,905,47.63,8
U1643,26-35,Male,Chennai,Tamil Nadu,Free,2025-07-19,10,413,41.3,4
U1644,36-45,Female,Kochi,Kerala,VIP,2025-07-15,11,406,36.91,6
U1645,26-35,Male,Delhi,Delhi,Free,2025-10-13,4,103,25.75,2
U1646,26-35,Male,Hyderabad,Telangana,Premium,2025-08-27,7,512,73.14,6
U1647,26-35,Female,Ahmedabad,Gujarat,Free,2025-06-06,14,403,28.79,4
U1648,18-25,Female,Mumbai,Maharashtra,Free,2025-10-13,3,65,21.67,0
U1649,36-45,Female,Bengaluru,Karnataka,Premium,2025-09-10,10,278,27.8,3
U1650,26-35,Male,Delhi,Delhi,Premium,2025-12-05,9,226,25.11,4
U1651,46+,Female,Kochi,Kerala,VIP,2025-07-15,9,338,37.56,3
U1652,26-35,Female,Jaipur,Rajasthan,VIP,2025-08-31,16,504,31.5,8
U1653,18-25,Female,Mumbai,Maharashtra,Free,2025-11-24,12,448,37.33,4
U1654,18-25,Male,Mumbai,Maharashtra,VIP,2025-10-25,22,648,29.45,11
U1655,18-25,Other,Kochi,Kerala,Free,2025-11-02,9,371,41.22,4
U1656,18-25,Female,Hyderabad,Telangana,VIP,2025-06-27,5,176,35.2,3
U1657,46+,Male,Kolkata,West Bengal,Free,2025-08-21,2,135,67.5,2
U1658,18-25,Female,Mumbai,Maharashtra,VIP,2025-11-11,4,120,30.0,2
U1659,26-35,Male,Mumbai,Maharashtra,Free,2025-11-25,6,92,15.33,1
U1660,18-25,Male,Mumbai,Maharashtra,Free,2025-09-07,11,438,39.82,7
U1661,26-35,Male,Mumbai,Maharashtra,Free,2026-01-12,4,108,27.0,2
U1662,18-25,Female,Mumbai,Maharashtra,VIP,2026-01-08,15,481,32.07,6
U1663,26-35,Female,Delhi,Delhi,VIP,2025-12-22,10,309,30.9,4
U1664,36-45,Male,Delhi,Delhi,Premium,2025-06-19,15,788,52.53,9
U1665,18-25,Female,Mumbai,Maharashtra,Free,2026-01-16,6,165,27.5,0
U1666,46+,Male,Patna,Bihar,Premium,2025-11-28,4,103,25.75,2
U1667,18-25,Female,Mumbai,Maharashtra,Premium,2025-07-11,1,9,9.0,0
U1668,18-25,Male,Kochi,Kerala,Free,2025-10-20,4,135,33.75,1
U1669,26-35,Female,Delhi,Delhi,Free,2025-07-31,12,374,31.17,3
U1670,18-25,Male,Chennai,Tamil Nadu,VIP,2025-06-14,4,146,36.5,1
U1671,18-25,Male,Delhi,Delhi,VIP,2025-11-01,31,1466,47.29,17
U1672,26-35,Male,Delhi,Delhi,VIP,2025-06-21,22,1000,45.45,12
U1673,26-35,Male,Pune,Maharashtra,VIP,2026-01-16,20,694,34.7,11
U1674,26-35,Male,Chennai,Tamil Nadu,Free,2026-01-13,9,266,29.56,3
U1675,18-25,Male,Mumbai,Maharashtra,Free,2025-08-07,11,537,48.82,7
U1676,18-25,Male,Mumbai,Maharashtra,VIP,2025-11-18,22,627,28.5,10
U1677,18-25,Female,Pune,Maharashtra,Free,2025-12-11,6,162,27.0,2
U1678,26-35,Female,Ahmedabad,Gujarat,Premium,2025-09-16,29,1282,44.21,18
U1679,46+,Female,Lucknow,Uttar Pradesh,VIP,2025-07-31,25,875,35.0,13
U1680,26-35,Male,Jaipur,Rajasthan,VIP,2025-10-07,16,528,33.0,7
U1681,26-35,Male,Chennai,Tamil Nadu,Premium,2025-07-08,10,307,30.7,2
U1682,18-25,Female,Mumbai,Maharashtra,Premium,2025-07-25,3,154,51.33,2
U1683,36-45,Male,Bengaluru,Karnataka,Premium,2025-09-20,4,306,76.5,4
U1684,18-25,Female,Mumbai,Maharashtra,VIP,2025-08-21,7,312,44.57,6
U1685,46+,Female,Mumbai,Maharashtra,Free,2025-09-10,3,136,45.33,1
U1686,26-35,Female,Chennai,Tamil Nadu,Premium,2025-06-04,7,345,49.29,2
U1687,36-45,Female,Chennai,Tamil Nadu,Free,2025-09-15,6,234,39.0,3
U1688,18-25,Female,Hyderabad,Telangana,Premium,2025-06-26,7,232,33.14,4
U1689,46+,Female,Mumbai,Maharashtra,Free,2025-10-16,10,252,25.2,4
U1690,36-45,Female,Delhi,Delhi,VIP,2025-10-25,9,224,24.89,3
U1691,26-35,Male,Delhi,Delhi,Free,2025-11-03,6,189,31.5,2
U1692,26-35,Male,Bengaluru,Karnataka,Premium,2025-11-24,3,67,22.33,2
U1693,18-25,Female,Lucknow,Uttar Pradesh,Premium,2025-06-06,9,275,30.56,5
U1694,18-25,Female,Delhi,Delhi,Premium,2026-01-06,28,910,32.5,10
U1695,26-35,Male,Ahmedabad,Gujarat,Free,2025-12-08,3,195,65.0,2
U1696,26-35,Female,Delhi,Delhi,Free,2025-11-13,4,53,13.25,0
U1697,18-25,Male,Lucknow,Uttar Pradesh,Free,2025-10-03,7,183,26.14,4
U1698,36-45,Female,Ahmedabad,Gujarat,VIP,2025-07-11,10,506,50.6,5
U1699,18-25,Female,Bengaluru,Karnataka,VIP,2025-10-13,21,923,43.95,12
U1700,36-45,Male,Delhi,Delhi,Premium,2026-01-01,19,966,50.84,16
U1701,18-25,Male,Mumbai,Maharashtra,Free,2025-07-21,34,1208,35.53,10
U1702,18-25,Female,Chennai,Tamil Nadu,VIP,2025-07-02,14,1089,77.79,9
U1703,26-35,Male,Chennai,Tamil Nadu,Free,2026-01-09,3,103,34.33,2
U1704,26-35,Female,Bengaluru,Karnataka,Premium,2025-08-06,6,74,12.33,1
U1705,26-35,Female,Delhi,Delhi,Free,2025-07-12,11,362,32.91,3
U1706,36-45,Female,Delhi,Delhi,Free,2025-07-28,15,458,30.53,6
U1707,26-35,Male,Bengaluru,Karnataka,Free,2025-12-17,4,132,33.0,1
U1708,46+,Female,Bengaluru,Karnataka,Free,2025-07-15,4,272,68.0,3
U1709,26-35,Male,Delhi,Delhi,Premium,2025-08-18,4,96,24.0,1
U1710,26-35,Female,Delhi,Delhi,Premium,2026-01-05,24,835,34.79,10
U1711,18-25,Male,Bengaluru,Karnataka,VIP,2025-12-29,29,993,34.24,12
U1712,26-35,Female,Mumbai,Maharashtra,Premium,2026-01-02,11,462,42.0,8
U1713,36-45,Female,Hyderabad,Telangana,Free,2025-11-23,8,304,38.0,3
U1714,18-25,Male,Patna,Bihar,VIP,2026-01-07,5,153,30.6,1
U1715,18-25,Female,Kochi,Kerala,VIP,2025-07-19,13,366,28.15,4
U1716,18-25,Female,Jaipur,Rajasthan,Premium,2025-12-23,3,66,22.0,1
U1717,36-45,Male,Delhi,Delhi,Free,2025-06-07,12,325,27.08,3
U1718,26-35,Other,Delhi,Delhi,Free,2025-09-08,1,3,3.0,0
U1719,26-35,Female,Patna,Bihar,Premium,2025-08-27,16,532,33.25,5
U1720,26-35,Male,Chennai,Tamil Nadu,VIP,2026-01-19,6,352,58.67,5
U1721,46+,Male,Delhi,Delhi,Free,2025-11-16,6,206,34.33,1
U1722,36-45,Male,Mumbai,Maharashtra,Free,2025-08-06,8,333,41.63,2
U1723,26-35,Female,Lucknow,Uttar Pradesh,Premium,2026-01-17,8,161,20.13,2
U1724,18-25,Male,Bengaluru,Karnataka,VIP,2025-08-18,26,859,33.04,13
U1725,26-35,Female,Bengaluru,Karnataka,VIP,2025-09-27,33,1218,36.91,16
U1726,36-45,Male,Ahmedabad,Gujarat,VIP,2025-11-06,16,519,32.44,6
U1727,18-25,Female,Chennai,Tamil Nadu,Premium,2025-09-06,3,97,32.33,1
U1728,26-35,Male,Jaipur,Rajasthan,Free,2025-07-22,9,505,56.11,5
U1729,18-25,Other,Jaipur,Rajasthan,Premium,2025-07-07,7,221,31.57,3
U1730,18-25,Female,Pune,Maharashtra,VIP,2025-11-09,6,198,33.0,4
U1731,46+,Male,Mumbai,Maharashtra,VIP,2025-07-24,2,31,15.5,0
U1732,36-45,Male,Pune,Maharashtra,VIP,2025-12-13,7,392,56.0,5
U1733,36-45,Male,Bengaluru,Karnataka,Free,2025-09-18,4,102,25.5,2
U1734,46+,Male,Mumbai,Maharashtra,Free,2025-09-04,5,68,13.6,1
U1735,46+,Female,Kolkata,West Bengal,VIP,2025-06-05,1,77,77.0,0
U1736,26-35,Female,Delhi,Delhi,VIP,2025-08-28,5,273,54.6,2
U1737,18-25,Male,Chennai,Tamil Nadu,Free,2025-06-17,6,271,45.17,1
U1738,36-45,Male,Delhi,Delhi,VIP,2025-10-31,6,218,36.33,2
U1739,26-35,Male,Kolkata,West Bengal,Free,2026-01-17,3,113,37.67,2
U1740,26-35,Female,Mumbai,Maharashtra,Premium,2025-12-25,5,306,61.2,4
U1741,26-35,Male,Kolkata,West Bengal,Free,2025-12-05,5,207,41.4,1
U1742,18-25,Male,Mumbai,Maharashtra,VIP,2025-12-20,17,528,31.06,4
U1743,18-25,Female,Delhi,Delhi,VIP,2025-06-13,22,957,43.5,12
U1744,26-35,Male,Mumbai,Maharashtra,Premium,2025-06-13,29,1444,49.79,18
U1745,26-35,Male,Bengaluru,Karnataka,VIP,2025-09-30,4,282,70.5,2
U1746,26-35,Male,Kolkata,West Bengal,Free,2025-09-16,8,316,39.5,3
U1747,26-35,Female,Delhi,Delhi,VIP,2025-07-06,4,248,62.0,3
U1748,26-35,Female,Chennai,Tamil Nadu,VIP,2025-08-12,13,459,35.31,4
U1749,18-25,Male,Delhi,Delhi,Free,2025-08-07,6,200,33.33,1
U1750,36-45,Female,Bengaluru,Karnataka,Free,2025-07-12,5,162,32.4,3
